Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P2972,fashion,jacket,182,brand c,4.2,3.2,0.68,yes,spring,UK,['Shoes'],0.19
P2973,books,non-fiction,2889,brand c,3.0,4.7,0.96,no,summer,Canada,"['Biography', 'Biography', 'Biography']",0.6
P2974,books,fiction,1000,brand b,5.0,2.1,0.69,yes,autumn,India,"['Biography', 'Fiction']",0.17
P2975,fitness,treadmill,4649,brand a,2.5,4.7,0.85,yes,spring,USA,"['Treadmill', 'Treadmill', 'Resistance Bands']",0.87
P2976,electronics,smartphone,2833,brand b,3.1,3.9,0.28,yes,spring,USA,['Smartphone'],0.66
P2977,electronics,smartwatch,1387,brand c,4.4,3.2,0.68,yes,winter,Canada,['Smartwatch'],0.52
P2978,electronics,smartwatch,1710,brand d,4.1,3.7,0.01,no,winter,UK,"['Smartphone', 'Laptop']",0.33
P2979,books,biography,1843,brand c,3.2,2.7,0.5,no,summer,Germany,['Comics'],0.95
P2980,books,non-fiction,4451,brand a,4.1,4.4,0.43,yes,spring,Germany,"['Fiction', 'Fiction']",0.86
P2981,books,non-fiction,341,brand b,2.4,3.2,0.41,no,autumn,USA,"['Fiction', 'Comics', 'Biography']",0.67
P2982,beauty,perfume,3225,brand c,3.4,5.0,0.17,no,winter,Germany,"['Moisturizer', 'Lipstick', 'Foundation']",0.88
P2983,books,non-fiction,2558,brand b,4.9,2.8,0.07,yes,autumn,UK,"['Fiction', 'Non-fiction', 'Non-fiction']",0.74
P2984,home decor,lamp,2906,brand d,3.6,4.6,0.52,yes,spring,USA,['Curtains'],0.98
P2985,electronics,smartphone,3451,brand c,4.3,2.8,0.84,yes,spring,India,"['Laptop', 'Headphones']",0.77
P2986,home decor,lamp,2637,brand d,2.1,4.9,0.77,no,winter,India,['Cushions'],0.94
P2987,electronics,laptop,461,brand d,3.5,3.0,0.51,no,summer,UK,['Smartwatch'],0.73
P2988,fashion,t-shirt,2692,brand a,2.8,4.1,0.51,no,summer,India,"['Jeans', 'Jacket']",0.98
P2989,books,biography,1917,brand c,3.5,4.1,0.24,yes,spring,Canada,"['Non-fiction', 'Non-fiction']",0.82
P2990,books,non-fiction,1855,brand c,2.2,4.4,0.53,yes,spring,UK,"['Non-fiction', 'Comics', 'Comics']",0.77
P2991,home decor,wall art,1578,brand d,4.3,4.2,0.95,yes,summer,USA,"['Lamp', 'Cushions']",0.59
P2992,fashion,jacket,4021,brand c,4.7,3.0,0.27,no,autumn,Canada,"['Shoes', 'Jeans']",0.94
P2993,fashion,jeans,1242,brand a,4.6,3.1,0.45,no,autumn,Germany,"['Jacket', 'Shoes']",0.3
P2994,home decor,lamp,506,brand d,2.3,3.7,0.42,no,summer,Canada,"['Wall Art', 'Curtains']",0.55
P2995,fitness,treadmill,2353,brand d,4.6,3.0,0.25,no,autumn,Canada,"['Dumbbells', 'Treadmill']",0.72
P2996,electronics,smartwatch,3382,brand a,3.9,3.9,0.63,yes,spring,USA,"['Smartwatch', 'Headphones']",0.19
P2997,home decor,wall art,1784,brand d,2.8,5.0,0.98,yes,spring,USA,['Wall Art'],0.6
P2998,electronics,headphones,1861,brand a,5.0,4.4,0.93,yes,autumn,India,['Laptop'],0.37
P2999,beauty,foundation,329,brand b,3.7,3.0,0.44,no,spring,India,"['Perfume', 'Perfume', 'Lipstick']",0.8
P3000,home decor,curtains,2869,brand d,2.7,4.5,0.28,yes,spring,Germany,['Wall Art'],0.9
P3001,books,non-fiction,803,brand c,4.4,3.8,0.42,no,autumn,India,"['Non-fiction', 'Fiction']",0.61
P3002,home decor,cushions,1759,brand d,2.8,2.0,0.59,no,spring,UK,['Cushions'],0.48
P3003,fitness,resistance bands,2013,brand a,3.0,4.0,0.83,no,autumn,USA,"['Yoga Mat', 'Yoga Mat', 'Yoga Mat']",0.91
P3004,beauty,lipstick,4409,brand b,2.5,4.3,0.83,yes,winter,Canada,"['Lipstick', 'Lipstick', 'Foundation']",0.81
P3005,electronics,smartwatch,1434,brand b,4.1,3.6,0.65,yes,summer,India,"['Laptop', 'Smartwatch']",0.66
P3006,fashion,jeans,3659,brand b,5.0,4.1,0.2,no,autumn,Germany,"['Jacket', 'Jacket']",0.8
P3007,home decor,curtains,4817,brand c,4.9,3.3,0.57,no,spring,India,"['Lamp', 'Cushions', 'Cushions']",0.18
P3008,fitness,dumbbells,3670,brand b,4.9,3.4,0.61,no,autumn,Germany,"['Treadmill', 'Yoga Mat', 'Resistance Bands']",0.24
P3009,books,comics,1423,brand b,4.7,3.4,0.26,no,autumn,Germany,['Non-fiction'],0.99
P3010,beauty,perfume,292,brand a,3.3,5.0,0.85,no,winter,UK,"['Moisturizer', 'Perfume', 'Moisturizer']",0.52
P3011,electronics,headphones,2228,brand d,4.9,4.5,0.09,no,autumn,USA,"['Smartphone', 'Headphones']",0.77
P3012,books,biography,3459,brand c,4.1,2.3,0.88,yes,winter,Germany,['Fiction'],0.3
P3013,home decor,wall art,4154,brand d,4.0,3.0,0.33,no,spring,Canada,"['Cushions', 'Lamp']",0.42
P3014,home decor,cushions,232,brand a,4.9,2.3,0.69,yes,autumn,Germany,"['Curtains', 'Cushions', 'Lamp']",0.12
P3015,electronics,smartwatch,2203,brand c,4.5,4.7,0.84,yes,spring,UK,"['Smartwatch', 'Smartwatch', 'Smartwatch']",0.37
P3016,beauty,foundation,1185,brand d,4.2,4.6,0.4,yes,winter,Canada,['Perfume'],0.22
P3017,home decor,curtains,4447,brand c,3.6,4.3,0.26,yes,spring,UK,"['Curtains', 'Wall Art', 'Cushions']",0.27
P3018,electronics,smartwatch,1084,brand d,3.7,3.6,0.72,no,autumn,UK,"['Smartphone', 'Smartwatch', 'Smartwatch']",0.43
P3019,home decor,cushions,3734,brand b,2.6,3.0,0.89,yes,spring,UK,['Lamp'],0.79
P3020,fashion,jacket,1631,brand a,3.1,2.5,0.14,no,summer,UK,"['Jacket', 'Jacket']",0.45
P3021,home decor,wall art,3391,brand b,3.6,4.3,0.66,yes,winter,Canada,['Wall Art'],0.99
P3022,books,fiction,748,brand c,4.9,2.7,0.07,yes,autumn,Germany,['Biography'],0.27
P3023,electronics,headphones,3547,brand b,4.3,3.1,0.75,no,spring,USA,"['Smartphone', 'Laptop']",0.13
P3024,electronics,smartphone,3937,brand c,3.9,3.5,0.76,no,spring,Canada,['Headphones'],0.63
P3025,fashion,t-shirt,4465,brand b,2.5,3.6,0.09,yes,winter,Germany,"['Shoes', 'Jacket']",0.48
P3026,home decor,wall art,3411,brand a,4.8,4.0,0.71,yes,winter,UK,['Wall Art'],0.5
P3027,beauty,perfume,3552,brand b,3.6,2.8,0.49,no,spring,USA,"['Foundation', 'Foundation']",0.46
P3028,beauty,foundation,3895,brand b,3.0,4.4,0.63,no,summer,USA,"['Lipstick', 'Lipstick']",0.33
P3029,fitness,resistance bands,3079,brand c,4.9,2.6,0.77,no,spring,Canada,"['Treadmill', 'Resistance Bands']",0.65
P3030,beauty,foundation,3155,brand c,3.2,4.0,0.99,yes,summer,UK,['Moisturizer'],1.0
P3031,beauty,lipstick,1010,brand c,2.0,3.2,0.08,yes,summer,Canada,"['Perfume', 'Foundation']",0.22
P3032,electronics,smartwatch,238,brand d,4.5,3.1,0.09,yes,spring,Canada,['Smartphone'],0.94
P3033,books,fiction,2941,brand d,4.1,2.2,0.47,no,autumn,USA,['Biography'],0.36
P3034,home decor,lamp,4233,brand b,3.0,4.7,0.07,yes,winter,Canada,['Lamp'],0.88
P3035,books,fiction,2619,brand d,3.4,3.7,0.79,no,spring,UK,"['Fiction', 'Biography']",0.3
P3036,electronics,smartwatch,630,brand b,2.0,2.6,0.52,no,autumn,Germany,"['Smartwatch', 'Laptop']",0.27
P3037,home decor,wall art,2464,brand a,5.0,4.8,0.53,yes,spring,India,['Curtains'],0.67
P3038,electronics,smartwatch,3099,brand a,3.7,2.4,0.41,no,spring,Germany,['Smartwatch'],0.17
P3039,fitness,resistance bands,4779,brand b,3.3,2.5,0.06,yes,spring,India,['Treadmill'],0.24
P3040,beauty,foundation,3286,brand c,3.8,4.6,0.21,no,spring,USA,['Foundation'],0.95
P3041,home decor,lamp,4996,brand d,2.3,3.5,0.26,no,winter,USA,"['Cushions', 'Curtains', 'Curtains']",0.73
P3042,beauty,lipstick,1790,brand d,4.7,2.5,0.46,no,summer,India,"['Foundation', 'Foundation', 'Lipstick']",0.34
P3043,fitness,treadmill,3501,brand c,2.0,4.5,0.38,no,spring,India,"['Resistance Bands', 'Dumbbells']",0.59
P3044,fashion,t-shirt,4051,brand b,3.6,4.3,0.69,yes,spring,UK,"['Shoes', 'Shoes', 'T-shirt']",0.89
P3045,fitness,dumbbells,218,brand a,2.4,2.8,0.35,yes,summer,India,['Resistance Bands'],0.55
P3046,electronics,smartwatch,1642,brand d,2.7,4.8,0.39,no,autumn,India,"['Smartwatch', 'Smartwatch']",0.38
P3047,books,comics,3019,brand a,3.2,4.4,0.29,yes,winter,Germany,"['Biography', 'Non-fiction']",0.52
P3048,books,comics,3721,brand d,2.1,2.4,0.07,no,winter,UK,"['Comics', 'Fiction']",0.88
P3049,electronics,smartwatch,3396,brand c,4.4,3.9,0.7,no,spring,USA,"['Smartwatch', 'Laptop', 'Smartwatch']",0.71
P3050,fitness,dumbbells,215,brand c,2.7,2.7,0.99,yes,winter,Germany,"['Dumbbells', 'Yoga Mat', 'Dumbbells']",0.25
P3051,books,comics,2114,brand d,2.4,4.9,0.25,yes,summer,Germany,['Non-fiction'],0.96
P3052,fashion,shoes,4203,brand a,2.9,2.1,0.83,yes,autumn,Germany,"['T-shirt', 'T-shirt']",0.88
P3053,electronics,headphones,4273,brand b,4.5,2.3,0.69,no,spring,Canada,"['Smartwatch', 'Smartwatch', 'Smartwatch']",0.12
P3054,electronics,headphones,2993,brand b,2.3,4.8,0.62,no,autumn,Germany,"['Headphones', 'Laptop', 'Smartphone']",0.46
P3055,fashion,jeans,2563,brand d,2.8,3.4,0.88,no,summer,UK,['Shoes'],0.48
P3056,electronics,smartphone,3281,brand a,4.0,4.1,0.65,no,summer,Canada,['Smartphone'],0.14
P3057,electronics,laptop,2008,brand c,4.5,2.2,0.26,yes,spring,UK,['Laptop'],0.25
P3058,beauty,lipstick,4795,brand c,4.9,3.9,0.9,no,autumn,Canada,['Perfume'],0.35
P3059,home decor,cushions,3135,brand d,3.8,2.9,0.91,no,summer,Canada,['Curtains'],0.53
P3060,beauty,foundation,2475,brand b,3.5,3.1,0.96,no,summer,Germany,['Foundation'],0.33
P3061,beauty,lipstick,870,brand a,4.7,3.6,0.19,yes,summer,Canada,"['Moisturizer', 'Moisturizer']",0.83
P3062,fashion,jeans,2966,brand a,4.6,2.3,0.62,no,summer,India,['T-shirt'],0.49
P3063,fashion,shoes,1556,brand d,4.0,4.2,0.62,no,autumn,UK,"['T-shirt', 'Shoes']",0.77
P3064,electronics,headphones,4236,brand a,3.6,2.4,0.81,yes,summer,India,"['Smartwatch', 'Laptop', 'Laptop']",0.93
P3065,beauty,moisturizer,3313,brand b,2.9,2.5,0.07,no,summer,Germany,"['Perfume', 'Foundation']",0.26
P3066,electronics,laptop,4405,brand d,3.5,2.6,0.11,yes,summer,Canada,"['Laptop', 'Headphones', 'Headphones']",0.82
P3067,fashion,t-shirt,4714,brand c,4.4,2.8,0.11,no,autumn,Canada,"['T-shirt', 'Jacket']",0.71
P3068,electronics,laptop,3294,brand a,2.3,2.5,0.96,no,spring,UK,['Laptop'],0.95
P3069,electronics,smartwatch,1559,brand b,4.7,3.0,0.99,no,winter,UK,"['Laptop', 'Laptop', 'Smartphone']",0.89
P3070,fitness,dumbbells,4351,brand c,3.8,2.3,0.75,no,winter,USA,"['Resistance Bands', 'Treadmill']",0.52
P3071,beauty,foundation,676,brand c,2.9,3.7,0.43,yes,spring,Germany,"['Lipstick', 'Foundation']",0.54
P3072,beauty,moisturizer,2055,brand a,2.6,3.9,0.91,yes,spring,Germany,"['Moisturizer', 'Perfume']",0.29
P3073,home decor,lamp,2656,brand b,4.8,4.3,0.34,yes,winter,UK,['Cushions'],0.43
P3074,books,non-fiction,3912,brand b,4.0,3.0,0.54,yes,spring,India,"['Non-fiction', 'Fiction']",0.87
P3075,beauty,lipstick,2887,brand a,4.4,3.4,0.91,yes,autumn,UK,"['Perfume', 'Foundation']",0.6
P3076,beauty,perfume,1427,brand b,4.5,4.0,0.01,yes,autumn,UK,"['Perfume', 'Perfume']",0.83
P3077,beauty,lipstick,1455,brand c,4.4,4.5,0.95,yes,spring,UK,['Perfume'],0.52
P3078,books,fiction,3553,brand c,2.8,2.6,0.47,no,summer,India,"['Non-fiction', 'Comics']",0.88
P3079,home decor,curtains,581,brand c,3.2,4.4,0.41,no,spring,Canada,"['Lamp', 'Lamp']",0.22
P3080,books,fiction,4756,brand d,2.7,3.9,0.85,no,winter,Canada,['Comics'],0.3
P3081,fitness,resistance bands,1142,brand d,3.0,4.3,0.55,yes,spring,Germany,['Yoga Mat'],0.55
P3082,beauty,foundation,892,brand d,4.6,4.7,0.99,yes,spring,UK,['Foundation'],0.71
P3083,home decor,cushions,2760,brand a,3.5,3.6,0.24,no,spring,UK,"['Curtains', 'Cushions', 'Wall Art']",0.23
P3084,books,non-fiction,418,brand d,4.9,4.5,0.69,no,winter,Canada,['Non-fiction'],0.77
P3085,electronics,smartphone,2834,brand b,3.6,2.1,0.44,no,winter,USA,"['Smartphone', 'Smartphone', 'Headphones']",0.29
P3086,books,non-fiction,1779,brand b,4.1,2.2,0.2,yes,summer,UK,['Biography'],0.89
P3087,fitness,dumbbells,4792,brand c,4.9,3.3,0.18,no,winter,India,"['Dumbbells', 'Resistance Bands', 'Dumbbells']",0.22
P3088,fashion,t-shirt,3657,brand b,4.1,4.5,0.88,yes,autumn,Canada,['Jeans'],0.32
P3089,home decor,cushions,2944,brand c,4.6,2.9,0.79,no,spring,Canada,"['Curtains', 'Cushions', 'Lamp']",0.99
P3090,electronics,smartwatch,4849,brand b,4.3,4.3,0.8,yes,autumn,Germany,"['Laptop', 'Headphones']",0.93
P3091,home decor,cushions,377,brand d,3.9,4.0,0.94,yes,autumn,USA,"['Lamp', 'Wall Art', 'Curtains']",0.34
P3092,home decor,curtains,2429,brand c,2.7,4.1,0.93,no,winter,USA,['Lamp'],0.51
P3093,fashion,jacket,870,brand a,4.6,4.3,0.14,no,autumn,Canada,"['Jeans', 'Jeans', 'Shoes']",0.15
P3094,home decor,curtains,1470,brand a,4.5,3.6,0.79,yes,autumn,Germany,"['Cushions', 'Cushions', 'Curtains']",0.77
P3095,home decor,wall art,1975,brand d,2.6,3.4,0.5,yes,autumn,Germany,['Lamp'],0.52
P3096,books,comics,2125,brand c,4.0,2.2,0.61,yes,winter,Germany,"['Biography', 'Fiction']",0.61
P3097,home decor,curtains,658,brand c,4.5,3.3,0.11,no,summer,India,"['Curtains', 'Lamp', 'Cushions']",0.52
P3098,beauty,moisturizer,1604,brand a,2.6,2.1,0.78,no,spring,Germany,"['Lipstick', 'Foundation']",0.51
P3099,home decor,wall art,2407,brand d,2.3,2.4,0.65,yes,autumn,Canada,"['Cushions', 'Cushions']",0.95
P3100,beauty,moisturizer,3383,brand a,2.2,2.9,0.88,no,autumn,USA,"['Moisturizer', 'Lipstick', 'Perfume']",0.35
P3101,fashion,jacket,556,brand b,2.1,4.9,0.02,no,autumn,India,"['Jacket', 'Jeans', 'Jacket']",0.65
P3102,fashion,jacket,4376,brand a,4.3,4.9,0.33,no,summer,USA,['Jeans'],0.36
P3103,electronics,laptop,605,brand d,4.4,4.2,0.52,yes,spring,Germany,"['Smartphone', 'Laptop', 'Smartwatch']",0.42
P3104,fitness,treadmill,1548,brand d,2.5,3.5,0.9,no,spring,India,"['Resistance Bands', 'Resistance Bands']",0.54
P3105,books,comics,2764,brand c,3.7,4.8,0.88,yes,summer,USA,"['Fiction', 'Non-fiction']",0.61
P3106,fitness,resistance bands,748,brand c,2.1,2.5,0.03,yes,winter,USA,['Resistance Bands'],0.58
P3107,home decor,lamp,3543,brand a,4.2,2.3,0.89,yes,summer,Germany,"['Wall Art', 'Cushions']",0.91
P3108,electronics,laptop,1393,brand d,2.7,3.4,0.45,no,spring,UK,"['Laptop', 'Laptop', 'Headphones']",0.76
P3109,books,non-fiction,2301,brand c,3.7,4.5,0.72,yes,winter,Germany,['Comics'],0.25
P3110,beauty,foundation,3357,brand d,2.2,3.5,0.39,no,winter,India,"['Perfume', 'Lipstick']",0.41
P3111,books,comics,2425,brand b,2.3,4.2,0.3,no,spring,UK,['Comics'],0.47
P3112,beauty,moisturizer,332,brand d,5.0,4.7,0.99,no,summer,India,"['Lipstick', 'Moisturizer', 'Perfume']",0.29
P3113,electronics,smartwatch,3950,brand c,5.0,4.7,0.2,yes,winter,India,"['Smartwatch', 'Smartwatch', 'Laptop']",0.99
P3114,fashion,t-shirt,4798,brand a,3.3,2.1,0.83,yes,autumn,USA,['Jacket'],0.85
P3115,books,non-fiction,3888,brand b,2.1,4.1,0.48,yes,spring,India,"['Biography', 'Comics', 'Biography']",0.29
P3116,books,biography,1721,brand b,3.7,3.0,0.13,no,autumn,Germany,"['Fiction', 'Biography', 'Biography']",0.63
P3117,electronics,smartphone,1141,brand a,3.4,3.5,0.89,no,spring,Germany,"['Smartwatch', 'Headphones']",0.48
P3118,fashion,jacket,1032,brand b,3.1,2.7,0.93,no,spring,UK,"['Shoes', 'Jacket', 'Jeans']",0.52
P3119,fitness,resistance bands,185,brand c,4.9,4.3,0.52,no,winter,Germany,['Dumbbells'],0.15
P3120,home decor,curtains,4804,brand d,2.6,2.8,0.75,no,winter,Germany,"['Cushions', 'Curtains']",0.72
P3121,electronics,laptop,4541,brand c,4.6,3.8,0.42,no,winter,Germany,"['Laptop', 'Laptop', 'Smartwatch']",0.27
P3122,fashion,jeans,1837,brand c,4.7,3.4,0.43,yes,summer,Canada,['T-shirt'],0.22
P3123,fashion,t-shirt,2229,brand a,4.2,3.6,0.31,no,summer,USA,"['T-shirt', 'Shoes', 'Shoes']",0.78
P3124,fashion,t-shirt,3240,brand a,3.2,4.8,0.47,no,autumn,Germany,['T-shirt'],0.86
P3125,books,comics,2332,brand a,3.2,3.0,0.22,yes,summer,USA,"['Biography', 'Non-fiction', 'Biography']",0.83
P3126,beauty,lipstick,3743,brand b,2.1,2.4,0.05,no,spring,UK,['Lipstick'],0.85
P3127,electronics,smartwatch,3952,brand c,3.8,5.0,0.42,no,spring,USA,"['Smartphone', 'Headphones']",0.66
P3128,electronics,smartphone,713,brand c,4.9,4.2,0.77,no,winter,India,"['Smartwatch', 'Laptop']",0.4
P3129,fitness,yoga mat,871,brand d,4.3,2.0,0.92,no,spring,India,"['Treadmill', 'Yoga Mat']",0.72
P3130,books,fiction,4818,brand a,4.7,2.9,0.87,yes,spring,Germany,"['Comics', 'Comics']",0.95
P3131,beauty,perfume,2920,brand b,2.1,2.7,0.54,yes,spring,USA,"['Lipstick', 'Moisturizer', 'Moisturizer']",0.26
P3132,fashion,shoes,4645,brand d,2.7,3.1,0.86,yes,winter,USA,"['Jacket', 'Shoes', 'T-shirt']",0.99
P3133,home decor,lamp,3035,brand d,3.0,2.1,0.96,no,spring,Germany,"['Cushions', 'Curtains', 'Wall Art']",0.53
P3134,electronics,laptop,185,brand d,2.5,2.3,0.05,no,summer,Canada,"['Smartphone', 'Smartphone', 'Smartwatch']",0.94
P3135,fashion,jacket,4745,brand c,2.6,2.3,0.02,no,summer,Germany,"['Shoes', 'Jeans', 'T-shirt']",0.43
P3136,fitness,resistance bands,1391,brand b,2.5,4.5,0.81,no,autumn,UK,['Resistance Bands'],0.71
P3137,beauty,perfume,4299,brand b,3.2,3.3,0.7,yes,winter,USA,"['Lipstick', 'Lipstick']",0.46
P3138,fashion,shoes,2049,brand a,5.0,2.8,0.82,no,spring,USA,['T-shirt'],0.73
P3139,beauty,foundation,3327,brand b,3.4,3.1,0.21,no,winter,Canada,"['Foundation', 'Lipstick']",0.36
P3140,fitness,yoga mat,902,brand b,3.1,2.4,0.79,yes,summer,Germany,"['Treadmill', 'Treadmill', 'Dumbbells']",0.95
P3141,electronics,laptop,4610,brand d,4.2,2.2,0.21,no,winter,India,['Headphones'],0.69
P3142,fitness,treadmill,3657,brand a,3.7,3.2,0.97,yes,summer,USA,"['Resistance Bands', 'Dumbbells', 'Resistance Bands']",0.77
P3143,home decor,lamp,3624,brand d,2.6,2.7,0.98,yes,summer,USA,"['Wall Art', 'Curtains', 'Wall Art']",0.37
P3144,fitness,resistance bands,4225,brand a,3.8,3.4,1.0,no,winter,USA,"['Treadmill', 'Treadmill']",0.68
P3145,books,fiction,4804,brand b,4.3,2.6,0.96,no,spring,Germany,['Fiction'],0.83
P3146,fitness,dumbbells,231,brand b,2.7,3.2,0.54,yes,spring,UK,"['Dumbbells', 'Yoga Mat', 'Resistance Bands']",0.45
P3147,electronics,smartwatch,4086,brand a,2.8,3.5,0.86,yes,winter,Germany,"['Smartphone', 'Smartwatch']",0.98
P3148,electronics,smartphone,791,brand c,3.1,3.7,0.35,yes,summer,India,['Smartwatch'],0.63
P3149,fashion,t-shirt,1328,brand d,3.0,3.5,0.91,no,spring,USA,"['Jacket', 'Jacket']",0.68
P3150,beauty,perfume,2901,brand b,4.0,4.0,0.44,no,spring,Canada,"['Perfume', 'Lipstick', 'Moisturizer']",0.54
P3151,beauty,foundation,4719,brand d,3.6,3.8,0.5,no,autumn,USA,['Perfume'],0.43
P3152,fitness,dumbbells,2007,brand a,2.3,2.5,0.51,yes,winter,UK,"['Yoga Mat', 'Yoga Mat', 'Resistance Bands']",0.48
P3153,fitness,resistance bands,1769,brand d,3.2,2.6,0.71,yes,spring,Germany,"['Treadmill', 'Resistance Bands', 'Yoga Mat']",0.75
P3154,fashion,t-shirt,4366,brand d,5.0,3.0,0.59,no,winter,USA,"['Jeans', 'Jeans', 'Jacket']",0.48
P3155,books,non-fiction,2965,brand b,3.0,4.5,0.7,no,winter,India,['Comics'],0.33
P3156,home decor,wall art,3686,brand c,2.7,3.8,0.29,yes,summer,UK,"['Curtains', 'Cushions', 'Lamp']",0.68
P3157,electronics,headphones,2028,brand b,4.4,4.4,0.54,no,spring,USA,"['Smartwatch', 'Smartphone']",0.24
P3158,home decor,lamp,3717,brand b,4.9,2.1,0.41,no,spring,India,['Cushions'],0.96
P3159,electronics,smartphone,1390,brand b,5.0,3.8,0.11,yes,summer,Germany,"['Smartphone', 'Headphones']",0.7
P3160,fitness,resistance bands,4124,brand b,2.7,3.1,0.18,no,spring,India,"['Treadmill', 'Yoga Mat']",0.45
P3161,beauty,perfume,2258,brand d,2.1,4.7,0.43,no,winter,Canada,"['Lipstick', 'Moisturizer']",0.62
P3162,books,comics,3850,brand c,4.9,2.9,0.09,no,winter,India,"['Biography', 'Comics']",0.75
P3163,books,comics,3266,brand a,3.3,2.2,0.95,no,autumn,Germany,"['Comics', 'Non-fiction', 'Biography']",0.89
P3164,electronics,laptop,4355,brand c,4.1,4.6,0.56,yes,spring,UK,"['Smartwatch', 'Smartphone']",0.66
P3165,fitness,treadmill,3938,brand c,2.8,3.1,0.61,no,winter,Germany,"['Dumbbells', 'Dumbbells', 'Dumbbells']",0.88
P3166,books,biography,1549,brand d,2.5,3.9,0.92,no,winter,Germany,['Biography'],0.15
P3167,fashion,jeans,602,brand b,3.6,2.3,0.42,yes,autumn,UK,"['T-shirt', 'T-shirt']",1.0
P3168,fitness,yoga mat,4360,brand b,3.9,3.8,0.74,no,summer,USA,"['Resistance Bands', 'Resistance Bands', 'Treadmill']",0.36
P3169,books,fiction,1775,brand a,2.6,5.0,1.0,no,winter,Germany,"['Non-fiction', 'Comics', 'Fiction']",0.74
P3170,books,biography,3167,brand b,4.7,2.8,0.25,no,winter,Canada,"['Fiction', 'Fiction']",0.53
P3171,home decor,curtains,2483,brand c,2.7,3.9,0.55,no,summer,Canada,"['Lamp', 'Cushions', 'Lamp']",0.55
P3172,fitness,yoga mat,3807,brand b,4.2,2.8,0.23,yes,summer,India,"['Dumbbells', 'Resistance Bands']",0.37
P3173,electronics,headphones,1492,brand c,4.8,4.3,0.46,no,winter,Germany,"['Smartwatch', 'Smartphone', 'Laptop']",0.92
P3174,electronics,headphones,4516,brand c,2.8,2.9,0.46,yes,spring,Canada,"['Smartwatch', 'Laptop', 'Laptop']",0.74
P3175,home decor,wall art,3635,brand b,4.1,3.8,0.84,no,autumn,Germany,['Cushions'],0.61
P3176,fashion,jeans,2448,brand a,2.3,3.4,0.16,yes,spring,UK,"['Jeans', 'Shoes', 'Jeans']",0.47
P3177,electronics,headphones,3568,brand b,4.9,4.6,0.81,yes,autumn,UK,"['Smartphone', 'Smartphone']",0.51
P3178,books,comics,4478,brand c,3.8,2.3,0.09,yes,summer,USA,"['Fiction', 'Fiction']",0.56
P3179,home decor,cushions,472,brand a,2.9,4.1,0.16,yes,autumn,UK,"['Curtains', 'Wall Art', 'Cushions']",0.96
P3180,fashion,t-shirt,4487,brand d,2.6,2.1,0.45,yes,summer,India,"['Shoes', 'T-shirt', 'Jacket']",0.77
P3181,beauty,perfume,3889,brand b,4.7,3.6,0.2,no,summer,Canada,['Perfume'],0.7
P3182,electronics,smartphone,1896,brand c,2.6,4.8,0.3,no,autumn,Canada,"['Smartphone', 'Headphones', 'Headphones']",0.1
P3183,fashion,shoes,4470,brand a,2.9,3.2,0.18,yes,winter,UK,"['Jeans', 'Jacket']",0.34
P3184,electronics,smartwatch,1761,brand c,2.4,2.7,0.12,no,autumn,UK,['Headphones'],0.66
P3185,fitness,treadmill,1810,brand b,3.1,4.9,0.37,no,autumn,Germany,"['Yoga Mat', 'Resistance Bands', 'Yoga Mat']",0.99
P3186,fitness,yoga mat,4744,brand a,3.2,4.8,0.94,no,autumn,USA,"['Resistance Bands', 'Resistance Bands']",0.15
P3187,fashion,jeans,3863,brand a,4.2,3.5,0.3,no,winter,Canada,['Shoes'],0.74
P3188,home decor,curtains,274,brand c,3.4,3.6,0.04,no,autumn,Germany,"['Lamp', 'Curtains', 'Lamp']",0.89
P3189,beauty,foundation,4623,brand c,4.9,2.8,0.64,no,summer,Germany,['Foundation'],0.59
P3190,electronics,laptop,3626,brand a,4.4,4.4,0.84,yes,spring,Canada,['Smartphone'],1.0
P3191,home decor,cushions,2751,brand b,4.8,4.7,0.3,no,spring,Germany,"['Lamp', 'Cushions']",0.31
P3192,fitness,dumbbells,2890,brand b,2.5,2.8,0.09,no,winter,India,['Treadmill'],0.41
P3193,home decor,curtains,4500,brand b,4.4,3.5,0.92,no,spring,USA,"['Lamp', 'Curtains', 'Cushions']",0.9
P3194,beauty,perfume,4259,brand b,4.8,2.4,0.07,yes,autumn,UK,['Perfume'],0.99
P3195,beauty,foundation,3178,brand c,4.0,4.3,0.06,no,spring,UK,"['Foundation', 'Foundation']",0.72
P3196,books,comics,1175,brand b,4.6,3.7,0.31,yes,winter,India,"['Non-fiction', 'Non-fiction']",0.73
P3197,fashion,jeans,1788,brand a,3.0,4.1,0.03,no,summer,India,['T-shirt'],0.15
P3198,fashion,shoes,3180,brand c,4.2,3.3,0.91,no,spring,UK,"['Jeans', 'Jeans']",0.26
P3199,books,fiction,3316,brand c,3.5,3.9,0.02,yes,winter,Germany,"['Fiction', 'Comics', 'Non-fiction']",0.9
P3200,fitness,dumbbells,1481,brand b,4.2,2.7,0.68,yes,autumn,Canada,"['Treadmill', 'Yoga Mat', 'Treadmill']",0.8
P3201,fashion,shoes,2988,brand c,2.5,3.5,0.35,yes,winter,UK,"['T-shirt', 'Jacket', 'T-shirt']",0.27
