Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season
C1612,50,male,bangalore,"['Fashion', 'Beauty', 'Fitness']","['Shoes', 'Lipstick', 'Treadmill']",occasional shopper,3375.42,no,winter
C1613,41,female,bangalore,['Home Decor'],['Wall Art'],occasional shopper,650.5,yes,spring
C1614,49,other,delhi,"['Fashion', 'Beauty', 'Books']","['T-shirt', 'Lipstick', 'Comics']",new visitor,3499.39,yes,winter
C1615,21,male,bangalore,"['Fitness', 'Electronics', 'Books']","['Resistance Bands', 'Smartphone', 'Fiction']",new visitor,2077.9,no,autumn
C1616,37,other,delhi,"['Electronics', 'Home Decor']","['Smartphone', 'Lamp']",frequent buyer,3465.2,no,autumn
C1617,58,female,chennai,['Books'],['Comics'],occasional shopper,4852.42,yes,autumn
C1618,53,male,mumbai,"['Beauty', 'Electronics']","['Perfume', 'Headphones']",frequent buyer,4645.11,no,winter
C1619,57,other,delhi,"['Electronics', 'Books']","['Headphones', 'Comics']",occasional shopper,1722.27,no,autumn
C1620,35,male,bangalore,"['Home Decor', 'Beauty', 'Fitness']","['Lamp', 'Moisturizer', 'Dumbbells']",occasional shopper,4547.26,no,winter
C1621,36,female,chennai,"['Fitness', 'Fashion']","['Dumbbells', 'T-shirt']",frequent buyer,695.89,no,winter
C1622,54,male,mumbai,"['Fashion', 'Electronics']","['Jacket', 'Smartwatch']",occasional shopper,2955.55,yes,autumn
C1623,32,other,chennai,['Beauty'],['Moisturizer'],new visitor,1159.69,no,summer
C1624,46,male,mumbai,['Home Decor'],['Cushions'],new visitor,4023.61,no,autumn
C1625,50,other,bangalore,"['Fashion', 'Books', 'Fitness']","['Jacket', 'Biography', 'Resistance Bands']",new visitor,3114.77,no,winter
C1626,50,male,chennai,"['Books', 'Fashion']","['Non-fiction', 'T-shirt']",occasional shopper,2820.83,yes,autumn
C1627,47,female,chennai,"['Beauty', 'Home Decor']","['Foundation', 'Lamp']",frequent buyer,2096.61,no,spring
C1628,43,female,bangalore,"['Home Decor', 'Fitness']","['Lamp', 'Resistance Bands']",frequent buyer,4285.01,yes,winter
C1629,23,female,mumbai,"['Fashion', 'Books', 'Home Decor']","['Shoes', 'Fiction', 'Cushions']",new visitor,1103.86,no,winter
C1630,27,female,bangalore,['Fashion'],['Shoes'],frequent buyer,639.96,no,spring
C1631,57,female,bangalore,['Beauty'],['Moisturizer'],new visitor,3001.16,yes,winter
C1632,23,female,delhi,['Home Decor'],['Curtains'],new visitor,2546.68,no,winter
C1633,18,male,bangalore,"['Beauty', 'Home Decor', 'Books']","['Moisturizer', 'Wall Art', 'Biography']",new visitor,4666.73,no,winter
C1634,46,other,kolkata,['Fashion'],['Jeans'],frequent buyer,1605.7,no,autumn
C1635,39,male,chennai,['Beauty'],['Perfume'],frequent buyer,1018.79,yes,summer
C1636,29,other,delhi,"['Electronics', 'Beauty']","['Smartwatch', 'Moisturizer']",new visitor,4916.22,yes,winter
C1637,59,other,mumbai,"['Electronics', 'Fashion']","['Smartwatch', 'Jacket']",frequent buyer,4649.24,no,spring
C1638,45,male,delhi,"['Fashion', 'Electronics']","['Jeans', 'Headphones']",occasional shopper,4710.81,yes,autumn
C1639,59,other,kolkata,"['Beauty', 'Electronics']","['Moisturizer', 'Headphones']",frequent buyer,2238.76,no,summer
C1640,21,other,mumbai,"['Books', 'Fitness']","['Non-fiction', 'Resistance Bands']",occasional shopper,2561.46,no,winter
C1641,26,other,bangalore,"['Fitness', 'Books', 'Beauty']","['Dumbbells', 'Comics', 'Moisturizer']",occasional shopper,594.88,no,winter
C1642,34,other,kolkata,"['Books', 'Fashion']","['Non-fiction', 'Jeans']",occasional shopper,736.58,yes,summer
C1643,33,other,delhi,"['Electronics', 'Fitness', 'Home Decor']","['Smartphone', 'Yoga Mat', 'Lamp']",frequent buyer,3971.7,no,summer
C1644,44,male,delhi,"['Beauty', 'Home Decor']","['Lipstick', 'Cushions']",frequent buyer,561.3,yes,summer
C1645,29,male,chennai,"['Books', 'Beauty', 'Fitness']","['Non-fiction', 'Moisturizer', 'Treadmill']",occasional shopper,3309.15,yes,winter
C1646,42,female,delhi,"['Beauty', 'Home Decor']","['Lipstick', 'Wall Art']",frequent buyer,4168.86,yes,winter
C1647,43,female,chennai,"['Electronics', 'Beauty']","['Headphones', 'Perfume']",new visitor,2446.64,no,winter
C1648,28,other,mumbai,"['Electronics', 'Fashion']","['Smartphone', 'Jacket']",new visitor,3666.95,no,spring
C1649,46,male,delhi,"['Fitness', 'Beauty']","['Resistance Bands', 'Perfume']",new visitor,4560.21,yes,autumn
C1650,53,other,mumbai,"['Home Decor', 'Fitness']","['Lamp', 'Yoga Mat']",occasional shopper,1464.73,yes,autumn
C1651,29,male,kolkata,['Home Decor'],['Wall Art'],new visitor,4720.2,yes,winter
C1652,25,other,kolkata,"['Electronics', 'Home Decor', 'Beauty']","['Laptop', 'Wall Art', 'Perfume']",frequent buyer,636.02,no,autumn
C1653,36,other,chennai,"['Fitness', 'Fashion']","['Resistance Bands', 'Shoes']",new visitor,1065.51,yes,summer
C1654,25,female,delhi,"['Fashion', 'Home Decor', 'Electronics']","['Shoes', 'Cushions', 'Smartphone']",frequent buyer,3623.06,no,winter
C1655,36,other,bangalore,['Fitness'],['Treadmill'],occasional shopper,4418.67,yes,autumn
C1656,44,other,bangalore,"['Fitness', 'Beauty', 'Electronics']","['Resistance Bands', 'Foundation', 'Laptop']",occasional shopper,2719.22,yes,winter
C1657,26,female,kolkata,"['Electronics', 'Books']","['Smartwatch', 'Non-fiction']",occasional shopper,4913.06,yes,winter
C1658,40,female,kolkata,"['Beauty', 'Fashion']","['Foundation', 'Jacket']",new visitor,2065.99,yes,summer
C1659,60,female,mumbai,"['Fitness', 'Books']","['Yoga Mat', 'Non-fiction']",occasional shopper,1479.92,yes,summer
C1660,22,other,bangalore,"['Home Decor', 'Beauty', 'Books']","['Cushions', 'Perfume', 'Fiction']",new visitor,595.56,yes,autumn
C1661,18,male,delhi,['Fitness'],['Resistance Bands'],occasional shopper,3936.62,no,winter
C1662,41,other,kolkata,['Beauty'],['Lipstick'],new visitor,3882.95,yes,winter
C1663,56,male,kolkata,"['Fitness', 'Beauty', 'Electronics']","['Yoga Mat', 'Moisturizer', 'Headphones']",occasional shopper,3605.2,no,summer
C1664,46,other,delhi,['Electronics'],['Smartwatch'],occasional shopper,1072.67,yes,winter
C1665,55,other,bangalore,"['Electronics', 'Home Decor', 'Beauty']","['Headphones', 'Lamp', 'Perfume']",new visitor,3604.2,yes,summer
C1666,27,other,kolkata,"['Books', 'Electronics']","['Fiction', 'Laptop']",new visitor,3930.58,yes,spring
C1667,34,male,chennai,"['Home Decor', 'Fitness', 'Beauty']","['Cushions', 'Treadmill', 'Moisturizer']",occasional shopper,1452.16,yes,spring
C1668,50,male,kolkata,['Fashion'],['Shoes'],frequent buyer,2366.19,yes,summer
C1669,27,other,kolkata,"['Beauty', 'Home Decor', 'Books']","['Lipstick', 'Lamp', 'Fiction']",new visitor,2715.85,no,summer
C1670,30,male,chennai,"['Books', 'Fitness']","['Non-fiction', 'Dumbbells']",new visitor,2234.69,yes,spring
C1671,22,other,delhi,['Fashion'],['Jeans'],new visitor,1213.47,yes,summer
C1672,49,other,kolkata,"['Home Decor', 'Fitness']","['Wall Art', 'Yoga Mat']",occasional shopper,2155.15,no,autumn
C1673,28,female,delhi,"['Electronics', 'Books', 'Home Decor']","['Smartphone', 'Biography', 'Lamp']",new visitor,2137.43,yes,spring
C1674,59,other,kolkata,"['Beauty', 'Electronics', 'Fashion']","['Moisturizer', 'Smartphone', 'T-shirt']",occasional shopper,3881.18,no,spring
C1675,52,other,chennai,"['Fitness', 'Fashion', 'Home Decor']","['Yoga Mat', 'Shoes', 'Curtains']",frequent buyer,2890.01,yes,summer
C1676,28,female,bangalore,['Fashion'],['Jeans'],new visitor,4947.96,no,winter
C1677,30,other,mumbai,['Home Decor'],['Cushions'],occasional shopper,3381.27,no,summer
C1678,31,other,chennai,['Electronics'],['Smartwatch'],new visitor,2964.63,yes,autumn
C1679,26,female,kolkata,"['Home Decor', 'Fitness', 'Books']","['Curtains', 'Yoga Mat', 'Non-fiction']",frequent buyer,716.86,no,summer
C1680,20,other,delhi,['Fitness'],['Dumbbells'],frequent buyer,4395.8,yes,winter
C1681,27,other,chennai,"['Beauty', 'Fashion', 'Electronics']","['Lipstick', 'T-shirt', 'Smartphone']",new visitor,1313.59,yes,autumn
C1682,57,other,bangalore,"['Beauty', 'Fitness', 'Home Decor']","['Lipstick', 'Resistance Bands', 'Curtains']",new visitor,2768.58,no,summer
C1683,43,female,mumbai,"['Books', 'Home Decor']","['Fiction', 'Curtains']",occasional shopper,3147.88,yes,autumn
C1684,34,other,mumbai,"['Beauty', 'Fashion', 'Books']","['Perfume', 'Shoes', 'Non-fiction']",new visitor,4390.22,yes,summer
C1685,25,other,mumbai,['Books'],['Non-fiction'],new visitor,4039.23,yes,winter
C1686,27,female,mumbai,"['Beauty', 'Books']","['Foundation', 'Non-fiction']",frequent buyer,3639.63,yes,spring
C1687,18,other,delhi,['Fitness'],['Treadmill'],occasional shopper,3409.98,no,autumn
C1688,34,male,kolkata,['Fashion'],['Jeans'],new visitor,3577.46,no,spring
C1689,18,male,mumbai,"['Electronics', 'Fashion', 'Home Decor']","['Headphones', 'Shoes', 'Cushions']",frequent buyer,2753.38,no,summer
C1690,25,other,bangalore,"['Fashion', 'Books', 'Electronics']","['Jacket', 'Biography', 'Headphones']",new visitor,2319.06,yes,winter
C1691,20,other,kolkata,"['Fitness', 'Beauty']","['Dumbbells', 'Perfume']",new visitor,4521.65,yes,summer
C1692,59,other,chennai,['Fitness'],['Yoga Mat'],new visitor,3245.67,no,summer
C1693,43,other,bangalore,"['Electronics', 'Beauty']","['Smartphone', 'Moisturizer']",new visitor,1342.21,no,spring
C1694,39,other,bangalore,['Fashion'],['Jacket'],new visitor,1970.76,no,autumn
C1695,60,male,mumbai,"['Home Decor', 'Electronics', 'Beauty']","['Lamp', 'Smartwatch', 'Foundation']",new visitor,549.1,yes,winter
C1696,51,other,delhi,['Home Decor'],['Curtains'],occasional shopper,1808.49,yes,autumn
C1697,48,male,chennai,"['Beauty', 'Books', 'Fitness']","['Moisturizer', 'Fiction', 'Dumbbells']",frequent buyer,3950.64,yes,summer
C1698,27,other,bangalore,"['Electronics', 'Books']","['Headphones', 'Comics']",occasional shopper,3916.32,yes,winter
C1699,39,male,kolkata,"['Books', 'Home Decor', 'Fashion']","['Biography', 'Curtains', 'Jacket']",frequent buyer,2771.71,yes,spring
C1700,25,female,delhi,['Fitness'],['Resistance Bands'],occasional shopper,1506.27,yes,winter
C1701,23,other,mumbai,"['Beauty', 'Fitness']","['Lipstick', 'Treadmill']",frequent buyer,3146.72,yes,winter
C1702,18,male,delhi,"['Electronics', 'Fitness']","['Headphones', 'Treadmill']",new visitor,842.62,yes,summer
C1703,35,female,bangalore,['Electronics'],['Headphones'],frequent buyer,1507.53,yes,winter
C1704,57,male,kolkata,"['Books', 'Fashion']","['Fiction', 'Jeans']",frequent buyer,1185.45,yes,winter
C1705,28,female,delhi,"['Beauty', 'Fitness']","['Foundation', 'Yoga Mat']",new visitor,1789.27,no,summer
C1706,27,other,chennai,['Fitness'],['Yoga Mat'],frequent buyer,2222.64,no,autumn
C1707,43,female,delhi,['Home Decor'],['Wall Art'],frequent buyer,4728.92,yes,autumn
C1708,58,female,mumbai,"['Books', 'Home Decor']","['Fiction', 'Wall Art']",new visitor,2016.79,no,winter
C1709,36,female,bangalore,['Beauty'],['Foundation'],frequent buyer,2726.23,yes,autumn
C1710,42,male,delhi,"['Beauty', 'Electronics', 'Books']","['Moisturizer', 'Smartphone', 'Comics']",occasional shopper,1744.63,yes,winter
C1711,46,other,bangalore,"['Books', 'Fashion', 'Beauty']","['Fiction', 'Jeans', 'Moisturizer']",frequent buyer,2518.61,yes,spring
C1712,26,female,delhi,"['Books', 'Beauty']","['Fiction', 'Moisturizer']",occasional shopper,4078.76,no,spring
C1713,51,male,kolkata,['Electronics'],['Laptop'],occasional shopper,3059.73,no,spring
C1714,27,other,delhi,['Books'],['Comics'],frequent buyer,4766.14,no,winter
C1715,60,other,chennai,"['Home Decor', 'Electronics']","['Curtains', 'Smartwatch']",new visitor,749.26,yes,autumn
C1716,21,other,mumbai,"['Fashion', 'Electronics', 'Beauty']","['T-shirt', 'Laptop', 'Lipstick']",new visitor,3557.97,no,winter
C1717,24,other,chennai,"['Beauty', 'Books', 'Fashion']","['Moisturizer', 'Biography', 'Jeans']",occasional shopper,1438.24,yes,spring
C1718,31,other,mumbai,"['Beauty', 'Electronics', 'Books']","['Moisturizer', 'Smartwatch', 'Non-fiction']",occasional shopper,1529.06,no,summer
C1719,48,male,mumbai,"['Fitness', 'Fashion']","['Yoga Mat', 'Jeans']",new visitor,2076.06,yes,winter
C1720,49,male,delhi,"['Beauty', 'Fashion']","['Perfume', 'Jacket']",occasional shopper,4817.07,no,winter
C1721,55,male,mumbai,"['Fitness', 'Home Decor']","['Treadmill', 'Wall Art']",new visitor,4479.69,yes,autumn
C1722,57,other,mumbai,"['Fashion', 'Fitness', 'Books']","['Jacket', 'Yoga Mat', 'Non-fiction']",new visitor,652.12,no,spring
C1723,50,male,chennai,"['Books', 'Electronics']","['Non-fiction', 'Smartphone']",frequent buyer,4046.93,yes,autumn
C1724,56,male,delhi,"['Fashion', 'Home Decor']","['Shoes', 'Curtains']",occasional shopper,1483.04,no,spring
C1725,20,male,chennai,"['Fashion', 'Electronics']","['Jacket', 'Laptop']",frequent buyer,522.16,yes,autumn
C1726,57,female,kolkata,"['Electronics', 'Fashion']","['Smartphone', 'Jacket']",new visitor,4371.71,yes,summer
C1727,42,other,chennai,['Books'],['Non-fiction'],frequent buyer,4681.74,yes,spring
C1728,55,female,mumbai,"['Home Decor', 'Electronics', 'Beauty']","['Wall Art', 'Smartphone', 'Lipstick']",frequent buyer,3560.17,yes,spring
C1729,42,female,bangalore,"['Home Decor', 'Electronics']","['Wall Art', 'Headphones']",frequent buyer,2033.18,no,summer
C1730,57,female,bangalore,"['Fashion', 'Home Decor', 'Books']","['Jeans', 'Lamp', 'Comics']",new visitor,4633.8,yes,spring
C1731,60,female,kolkata,"['Fitness', 'Beauty']","['Dumbbells', 'Moisturizer']",new visitor,2617.63,no,autumn
C1732,38,male,kolkata,['Electronics'],['Headphones'],frequent buyer,4780.63,yes,summer
C1733,24,other,bangalore,"['Electronics', 'Home Decor']","['Smartwatch', 'Curtains']",occasional shopper,2049.2,no,autumn
C1734,19,female,mumbai,"['Fitness', 'Electronics', 'Fashion']","['Yoga Mat', 'Laptop', 'T-shirt']",occasional shopper,4743.23,yes,autumn
C1735,37,male,chennai,['Fitness'],['Resistance Bands'],occasional shopper,1031.57,no,summer
C1736,23,other,bangalore,"['Electronics', 'Home Decor', 'Beauty']","['Smartwatch', 'Wall Art', 'Perfume']",new visitor,2903.47,no,winter
C1737,50,female,mumbai,['Beauty'],['Lipstick'],frequent buyer,2882.67,no,spring
C1738,42,female,mumbai,"['Books', 'Fashion']","['Comics', 'T-shirt']",occasional shopper,605.51,yes,spring
C1739,37,male,mumbai,['Books'],['Comics'],frequent buyer,2383.76,yes,autumn
C1740,59,other,bangalore,['Electronics'],['Headphones'],frequent buyer,4336.75,no,summer
C1741,34,male,bangalore,"['Fitness', 'Home Decor', 'Books']","['Dumbbells', 'Wall Art', 'Biography']",occasional shopper,3474.48,yes,spring
C1742,24,male,kolkata,"['Beauty', 'Home Decor', 'Fashion']","['Foundation', 'Cushions', 'Shoes']",frequent buyer,573.59,no,autumn
C1743,19,female,kolkata,"['Electronics', 'Fashion', 'Home Decor']","['Smartphone', 'Shoes', 'Lamp']",occasional shopper,3353.18,no,winter
C1744,44,other,mumbai,['Fashion'],['Jeans'],new visitor,4194.99,no,spring
C1745,43,other,chennai,"['Beauty', 'Fashion', 'Home Decor']","['Perfume', 'Jeans', 'Cushions']",frequent buyer,3472.57,yes,summer
C1746,58,other,delhi,"['Fitness', 'Books', 'Home Decor']","['Resistance Bands', 'Non-fiction', 'Cushions']",new visitor,3798.65,no,autumn
C1747,25,other,chennai,"['Electronics', 'Home Decor']","['Laptop', 'Cushions']",frequent buyer,3998.06,no,summer
C1748,54,male,kolkata,"['Books', 'Electronics', 'Fashion']","['Fiction', 'Headphones', 'Shoes']",new visitor,1037.04,yes,autumn
C1749,31,other,bangalore,['Books'],['Comics'],frequent buyer,1324.11,yes,summer
C1750,42,male,kolkata,"['Beauty', 'Fitness']","['Lipstick', 'Treadmill']",occasional shopper,1905.41,yes,summer
C1751,54,male,chennai,['Home Decor'],['Lamp'],occasional shopper,2542.94,yes,spring
C1752,21,male,mumbai,['Beauty'],['Foundation'],occasional shopper,4979.88,yes,spring
C1753,20,male,chennai,"['Books', 'Home Decor', 'Electronics']","['Non-fiction', 'Lamp', 'Laptop']",frequent buyer,4297.37,yes,summer
C1754,19,female,mumbai,"['Fashion', 'Home Decor', 'Books']","['Shoes', 'Curtains', 'Comics']",new visitor,4242.6,yes,autumn
C1755,20,female,delhi,"['Electronics', 'Beauty']","['Smartwatch', 'Perfume']",new visitor,1528.24,yes,summer
C1756,34,male,mumbai,"['Books', 'Fitness', 'Electronics']","['Biography', 'Treadmill', 'Laptop']",occasional shopper,3524.56,yes,autumn
C1757,54,female,delhi,"['Fashion', 'Electronics', 'Books']","['Jacket', 'Headphones', 'Non-fiction']",new visitor,1838.51,no,summer
C1758,48,other,chennai,"['Home Decor', 'Beauty', 'Fashion']","['Cushions', 'Moisturizer', 'Jeans']",frequent buyer,3364.22,yes,spring
C1759,29,other,delhi,"['Fitness', 'Fashion']","['Resistance Bands', 'Shoes']",frequent buyer,854.0,no,summer
C1760,50,other,mumbai,"['Fitness', 'Books']","['Treadmill', 'Non-fiction']",occasional shopper,3440.47,yes,winter
C1761,29,male,bangalore,['Fitness'],['Dumbbells'],occasional shopper,4826.8,no,spring
C1762,19,female,kolkata,['Electronics'],['Laptop'],frequent buyer,3825.64,yes,spring
C1763,58,female,kolkata,"['Fitness', 'Beauty']","['Treadmill', 'Moisturizer']",new visitor,2041.75,no,autumn
C1764,49,male,delhi,"['Home Decor', 'Fashion']","['Cushions', 'T-shirt']",frequent buyer,1098.04,no,summer
C1765,18,female,delhi,"['Beauty', 'Electronics', 'Fashion']","['Foundation', 'Smartwatch', 'Shoes']",frequent buyer,4092.93,no,summer
C1766,51,male,mumbai,['Beauty'],['Foundation'],new visitor,1925.09,no,spring
C1767,35,female,delhi,['Fashion'],['Jeans'],frequent buyer,2341.34,no,winter
C1768,32,other,delhi,"['Fashion', 'Beauty', 'Electronics']","['Jacket', 'Foundation', 'Laptop']",occasional shopper,4279.7,no,winter
C1769,48,other,delhi,['Books'],['Biography'],occasional shopper,3909.01,no,summer
C1770,55,other,mumbai,"['Beauty', 'Home Decor']","['Perfume', 'Lamp']",occasional shopper,2056.66,yes,autumn
C1771,37,other,bangalore,"['Beauty', 'Home Decor']","['Moisturizer', 'Curtains']",frequent buyer,3843.2,yes,autumn
C1772,48,other,chennai,['Fitness'],['Resistance Bands'],occasional shopper,4949.74,no,autumn
C1773,24,male,bangalore,['Home Decor'],['Cushions'],new visitor,1988.73,no,autumn
C1774,34,female,delhi,"['Books', 'Fashion', 'Home Decor']","['Non-fiction', 'Jeans', 'Curtains']",new visitor,1229.08,yes,autumn
C1775,45,other,bangalore,"['Home Decor', 'Electronics']","['Cushions', 'Smartphone']",new visitor,3522.06,no,autumn
C1776,25,female,kolkata,"['Home Decor', 'Electronics']","['Cushions', 'Smartwatch']",occasional shopper,2260.72,no,spring
C1777,32,male,kolkata,"['Beauty', 'Home Decor', 'Electronics']","['Moisturizer', 'Cushions', 'Laptop']",frequent buyer,3361.77,yes,autumn
C1778,40,male,kolkata,['Home Decor'],['Cushions'],frequent buyer,4453.78,yes,spring
C1779,56,male,mumbai,"['Home Decor', 'Fashion']","['Wall Art', 'Shoes']",occasional shopper,1367.04,yes,autumn
C1780,33,male,chennai,['Beauty'],['Foundation'],frequent buyer,2478.77,yes,spring
C1781,38,female,delhi,"['Home Decor', 'Electronics', 'Fashion']","['Cushions', 'Smartwatch', 'Shoes']",frequent buyer,798.03,no,spring
C1782,36,other,kolkata,['Books'],['Biography'],occasional shopper,1680.79,no,spring
C1783,55,female,kolkata,['Home Decor'],['Cushions'],occasional shopper,858.61,no,summer
C1784,59,other,chennai,"['Beauty', 'Fashion', 'Electronics']","['Lipstick', 'T-shirt', 'Laptop']",frequent buyer,4952.04,no,autumn
C1785,36,other,delhi,['Beauty'],['Moisturizer'],frequent buyer,1423.05,no,winter
C1786,23,other,bangalore,['Books'],['Fiction'],frequent buyer,1713.22,no,autumn
C1787,41,male,kolkata,['Electronics'],['Headphones'],occasional shopper,1041.97,no,autumn
C1788,48,female,mumbai,['Home Decor'],['Cushions'],occasional shopper,3678.07,no,autumn
C1789,46,female,chennai,"['Fashion', 'Books']","['Jacket', 'Comics']",new visitor,4063.42,yes,spring
C1790,33,male,kolkata,"['Electronics', 'Beauty']","['Headphones', 'Foundation']",new visitor,3025.88,no,autumn
C1791,41,male,mumbai,['Books'],['Biography'],occasional shopper,4940.61,no,autumn
C1792,35,male,delhi,"['Beauty', 'Home Decor', 'Books']","['Lipstick', 'Cushions', 'Fiction']",frequent buyer,2780.72,no,summer
C1793,30,male,mumbai,"['Fitness', 'Beauty', 'Books']","['Treadmill', 'Moisturizer', 'Fiction']",occasional shopper,1076.28,no,winter
C1794,32,other,chennai,['Beauty'],['Foundation'],frequent buyer,4929.53,yes,summer
C1795,50,male,mumbai,"['Beauty', 'Fashion']","['Perfume', 'T-shirt']",frequent buyer,4157.58,no,winter
C1796,51,male,kolkata,['Home Decor'],['Curtains'],frequent buyer,3796.48,no,autumn
C1797,51,female,chennai,"['Electronics', 'Fitness']","['Smartphone', 'Yoga Mat']",new visitor,2406.42,yes,winter
C1798,19,other,chennai,['Fashion'],['Shoes'],frequent buyer,2856.06,yes,spring
C1799,43,male,chennai,['Home Decor'],['Wall Art'],occasional shopper,4258.78,no,spring
C1800,27,male,kolkata,"['Electronics', 'Books']","['Headphones', 'Fiction']",occasional shopper,1444.9,no,winter
C1801,23,female,kolkata,"['Beauty', 'Home Decor']","['Lipstick', 'Cushions']",frequent buyer,1160.26,no,spring
C1802,34,other,chennai,['Books'],['Biography'],frequent buyer,1046.08,yes,winter
C1803,32,female,delhi,"['Electronics', 'Fashion']","['Headphones', 'Jacket']",occasional shopper,1207.62,no,spring
C1804,27,other,mumbai,"['Fashion', 'Books', 'Electronics']","['Shoes', 'Fiction', 'Headphones']",new visitor,3887.1,yes,spring
C1805,46,male,mumbai,"['Fitness', 'Beauty', 'Fashion']","['Resistance Bands', 'Foundation', 'T-shirt']",occasional shopper,3180.94,no,autumn
C1806,37,male,delhi,"['Electronics', 'Fitness', 'Home Decor']","['Laptop', 'Treadmill', 'Wall Art']",new visitor,730.87,no,autumn
C1807,33,male,delhi,['Fashion'],['Jeans'],new visitor,2879.23,yes,autumn
C1808,36,female,bangalore,['Electronics'],['Headphones'],frequent buyer,634.13,yes,summer
C1809,48,female,mumbai,"['Beauty', 'Books', 'Fitness']","['Foundation', 'Comics', 'Dumbbells']",new visitor,3135.58,no,spring
C1810,44,female,bangalore,"['Fitness', 'Home Decor', 'Fashion']","['Resistance Bands', 'Cushions', 'Jacket']",occasional shopper,4010.09,no,autumn
C1811,49,female,bangalore,"['Fashion', 'Home Decor']","['T-shirt', 'Curtains']",frequent buyer,808.7,yes,summer
C1812,35,other,delhi,"['Fashion', 'Beauty']","['Shoes', 'Foundation']",new visitor,4713.42,yes,summer
C1813,18,male,chennai,['Electronics'],['Smartwatch'],frequent buyer,1515.16,no,winter
C1814,57,female,delhi,"['Home Decor', 'Electronics', 'Fitness']","['Curtains', 'Smartphone', 'Treadmill']",frequent buyer,2950.55,yes,winter
C1815,19,female,mumbai,"['Home Decor', 'Beauty', 'Fashion']","['Curtains', 'Lipstick', 'Jeans']",frequent buyer,2441.28,yes,autumn
C1816,37,female,mumbai,"['Beauty', 'Books', 'Home Decor']","['Lipstick', 'Non-fiction', 'Curtains']",new visitor,4273.5,no,autumn
C1817,26,male,mumbai,"['Home Decor', 'Electronics', 'Beauty']","['Lamp', 'Smartphone', 'Lipstick']",occasional shopper,2406.83,no,autumn
C1818,50,male,chennai,"['Electronics', 'Home Decor', 'Fashion']","['Smartwatch', 'Wall Art', 'T-shirt']",frequent buyer,2084.65,yes,spring
C1819,27,other,chennai,"['Fitness', 'Fashion', 'Electronics']","['Yoga Mat', 'Jeans', 'Headphones']",new visitor,699.59,no,winter
C1820,59,female,delhi,['Fitness'],['Treadmill'],frequent buyer,4308.72,yes,spring
C1821,43,other,delhi,"['Home Decor', 'Beauty']","['Cushions', 'Foundation']",occasional shopper,4320.92,no,winter
C1822,20,male,mumbai,['Electronics'],['Smartwatch'],frequent buyer,974.06,no,winter
C1823,35,female,kolkata,['Fashion'],['Jacket'],new visitor,4450.5,yes,autumn
C1824,57,other,delhi,"['Electronics', 'Books', 'Fitness']","['Smartwatch', 'Biography', 'Treadmill']",new visitor,1301.75,no,autumn
C1825,29,male,kolkata,"['Beauty', 'Fashion', 'Electronics']","['Moisturizer', 'Shoes', 'Smartphone']",frequent buyer,4947.83,yes,winter
C1826,53,female,bangalore,"['Electronics', 'Books', 'Fashion']","['Headphones', 'Fiction', 'T-shirt']",new visitor,4217.11,yes,summer
C1827,20,male,delhi,"['Fitness', 'Beauty', 'Fashion']","['Treadmill', 'Foundation', 'Shoes']",occasional shopper,593.5,yes,spring
C1828,34,female,kolkata,['Books'],['Fiction'],frequent buyer,3824.53,yes,winter
C1829,22,male,bangalore,['Books'],['Fiction'],frequent buyer,1938.98,yes,spring
C1830,30,male,delhi,"['Fashion', 'Electronics']","['T-shirt', 'Headphones']",new visitor,1226.39,no,summer
C1831,48,other,bangalore,"['Electronics', 'Fitness']","['Headphones', 'Dumbbells']",occasional shopper,3376.27,yes,summer
C1832,50,female,kolkata,['Fashion'],['T-shirt'],frequent buyer,1272.26,yes,summer
C1833,37,other,bangalore,['Books'],['Fiction'],occasional shopper,1245.41,yes,summer
C1834,32,male,chennai,"['Beauty', 'Home Decor', 'Books']","['Foundation', 'Lamp', 'Biography']",frequent buyer,2370.15,yes,winter
C1835,45,other,delhi,"['Beauty', 'Fitness']","['Moisturizer', 'Dumbbells']",occasional shopper,3966.13,yes,autumn
C1836,21,male,kolkata,"['Fashion', 'Fitness']","['Jeans', 'Dumbbells']",occasional shopper,1528.64,no,winter
C1837,53,female,mumbai,"['Books', 'Beauty', 'Fashion']","['Biography', 'Perfume', 'T-shirt']",occasional shopper,2052.08,no,summer
C1838,41,male,chennai,"['Home Decor', 'Books', 'Electronics']","['Curtains', 'Non-fiction', 'Headphones']",occasional shopper,3821.92,yes,autumn
C1839,34,female,bangalore,"['Fitness', 'Books', 'Beauty']","['Resistance Bands', 'Non-fiction', 'Perfume']",new visitor,1862.35,no,spring
C1840,43,female,mumbai,"['Home Decor', 'Fitness', 'Electronics']","['Lamp', 'Yoga Mat', 'Smartwatch']",new visitor,3258.54,no,spring
C1841,45,other,chennai,['Electronics'],['Smartphone'],new visitor,2536.11,yes,summer
C1842,26,other,bangalore,"['Beauty', 'Books']","['Perfume', 'Fiction']",new visitor,4675.78,yes,autumn
C1843,25,male,bangalore,"['Fitness', 'Electronics', 'Fashion']","['Dumbbells', 'Laptop', 'Jacket']",frequent buyer,2912.97,yes,winter
C1844,18,other,chennai,"['Fitness', 'Books']","['Yoga Mat', 'Fiction']",new visitor,2602.13,yes,winter
